ID,Start,End
ENSP00000427894,303,328
ENSP00000357683,141,248
ENSP00000286808,197,224
ENSP00000495736,199,229
ENSP00000355166,230,277
ENSP00000284548,6416,6620
ENSP00000356733,835,861
ENSP00000369719,2420,3053
ENSP00000481895,662,682
ENSP00000481672,296,310
ENSP00000357155,558,657
ENSP00000292363,279,311
ENSP00000372947,2132,2157
ENSP00000362303,1175,1223
ENSP00000386779,112,141
ENSP00000370841,272,296
ENSP00000258383,310,332
ENSP00000264434,551,574
ENSP00000387298,135,156
ENSP00000337998,1313,1334
ENSP00000438574,602,653
ENSP00000484541,354,410
ENSP00000396090,731,782
ENSP00000441888,527,562
ENSP00000384097,840,870
ENSP00000396555,1097,1135
ENSP00000424838,704,724
ENSP00000338615,423,445
ENSP00000361289,251,277
ENSP00000349768,3295,3371
ENSP00000412302,264,291
ENSP00000443439,295,321
ENSP00000376637,130,158
ENSP00000387162,288,317
ENSP00000331268,241,266
ENSP00000482961,95,265
ENSP00000489597,552,597
ENSP00000478638,205,262
ENSP00000326002,1338,1399
ENSP00000351767,1230,1284
ENSP00000378577,193,220
ENSP00000356047,446,505
ENSP00000359245,2250,2273
ENSP00000364349,682,703
ENSP00000354925,616,671
ENSP00000360901,694,722
ENSP00000396704,1496,1621
ENSP00000298972,539,613
ENSP00000484655,274,299
ENSP00000460976,423,523
ENSP00000320228,755,803
ENSP00000342156,178,201
ENSP00000293599,240,265
ENSP00000482909,330,352
ENSP00000358569,257,278
ENSP00000472267,345,601
ENSP00000355675,364,439
ENSP00000357206,1572,1621
ENSP00000228495,265,313
ENSP00000358575,570,622
ENSP00000450048,483,508
ENSP00000482047,288,304
ENSP00000290524,476,616
ENSP00000273905,320,377
ENSP00000478496,342,379
ENSP00000480484,1876,1943
ENSP00000415207,364,421
ENSP00000483142,262,357
ENSP00000486797,202,234
ENSP00000419126,419,445
ENSP00000428654,814,955
ENSP00000355827,342,368
ENSP00000376732,88,106
ENSP00000402460,899,955
ENSP00000342137,252,275
ENSP00000415836,583,614
ENSP00000456829,1393,1424
ENSP00000376583,475,520
ENSP00000247461,547,592
ENSP00000358886,557,722
ENSP00000367714,120,166
ENSP00000301408,144,165
ENSP00000371126,863,878
ENSP00000244815,759,784
ENSP00000387300,107,181
ENSP00000492049,1221,1239
ENSP00000495455,908,924
ENSP00000375628,537,597
ENSP00000358732,71,130
ENSP00000370653,796,908
ENSP00000479134,1390,1419
ENSP00000400168,721,749
ENSP00000360608,911,943
ENSP00000496270,442,458
ENSP00000390647,122,166
ENSP00000485615,137,203
ENSP00000264670,719,767
ENSP00000330320,690,725
ENSP00000362170,304,327
ENSP00000361559,122,145
ENSP00000360890,849,905
ENSP00000247003,444,483
ENSP00000305193,325,392
ENSP00000384242,565,599
ENSP00000334023,262,306
ENSP00000441580,166,190
ENSP00000400908,1148,1173
ENSP00000492634,135,153
ENSP00000480418,678,697
ENSP00000399454,567,610
ENSP00000363516,202,241
ENSP00000481960,392,427
ENSP00000457853,462,483
ENSP00000265295,563,605
ENSP00000347896,946,1003
ENSP00000446959,623,710
ENSP00000391437,440,478
ENSP00000478533,638,653
ENSP00000377681,413,466
ENSP00000444660,555,579
ENSP00000440968,283,306
ENSP00000311692,740,779
ENSP00000234961,344,372
ENSP00000330606,395,456
ENSP00000358333,416,491
ENSP00000442862,456,481
ENSP00000358894,815,875
ENSP00000395189,105,129
ENSP00000305596,514,605
ENSP00000315070,308,370
ENSP00000478764,210,233
ENSP00000383960,539,561
ENSP00000482862,74,96
ENSP00000363463,628,664
ENSP00000265857,313,327
ENSP00000414008,144,179
ENSP00000422337,442,465
ENSP00000241041,319,346
ENSP00000426275,374,429
ENSP00000360597,303,334
ENSP00000440402,941,970
ENSP00000401498,65,98
ENSP00000357796,860,904
ENSP00000244314,404,463
ENSP00000466729,147,185
ENSP00000466004,124,165
ENSP00000382006,36,110
ENSP00000270800,515,574
ENSP00000444485,154,180
ENSP00000419446,780,819
ENSP00000375916,288,308
ENSP00000351777,768,806
ENSP00000363491,194,224
ENSP00000291041,378,424
ENSP00000218249,256,278
ENSP00000354828,1133,1201
ENSP00000361136,238,283
ENSP00000490143,65,84
ENSP00000344556,1159,1188
ENSP00000252245,480,551
ENSP00000432943,228,248
ENSP00000308279,927,1079
ENSP00000450973,663,724
ENSP00000265843,1960,1989
ENSP00000310219,616,643
ENSP00000294485,326,349
ENSP00000362656,744,767
ENSP00000375630,584,631
ENSP00000355018,824,848
ENSP00000489839,349,456
ENSP00000446525,1041,1077
ENSP00000327786,327,350
ENSP00000351138,572,593
ENSP00000360905,459,503
ENSP00000367154,255,277
ENSP00000445874,501,539
ENSP00000261588,1595,1618
ENSP00000318262,649,682
ENSP00000367378,344,381
ENSP00000362079,174,211
ENSP00000395005,260,295
ENSP00000348991,479,567
ENSP00000295025,495,619
ENSP00000342118,682,724
ENSP00000379561,657,729
ENSP00000327154,782,832
ENSP00000483835,158,193
ENSP00000338627,687,736
ENSP00000440949,90,149
ENSP00000447344,120,148
ENSP00000323775,435,477
ENSP00000314006,1205,1232
ENSP00000479747,354,410
ENSP00000467490,154,176
ENSP00000481478,277,341
ENSP00000382026,137,199
ENSP00000493985,524,644
ENSP00000472400,505,568
ENSP00000355775,185,232
ENSP00000377466,378,401
ENSP00000344311,957,976
ENSP00000483917,352,438
ENSP00000299957,401,436
ENSP00000328551,200,221
ENSP00000477526,568,597
ENSP00000418097,581,608
ENSP00000384117,258,317
ENSP00000430394,261,291
ENSP00000443167,160,211
ENSP00000423559,1134,1163
ENSP00000356496,903,988
ENSP00000310593,613,647
ENSP00000435534,476,516
ENSP00000271628,343,424
ENSP00000367715,460,476
ENSP00000264042,1029,1054
ENSP00000448167,313,328
ENSP00000385981,598,644
ENSP00000480391,147,181
ENSP00000477528,382,398
ENSP00000328230,309,346
ENSP00000312379,1759,1858
ENSP00000404814,682,703
ENSP00000379651,415,481
ENSP00000380903,1331,1386
ENSP00000369268,538,575
ENSP00000366384,632,666
ENSP00000358149,114,137
ENSP00000480986,242,263
ENSP00000258385,493,517
ENSP00000393316,258,280
ENSP00000264703,216,234
ENSP00000329029,524,562
ENSP00000360188,704,785
ENSP00000453285,67,89
ENSP00000360158,4026,4074
ENSP00000358110,107,149
ENSP00000448899,110,133
ENSP00000378702,795,836
ENSP00000453169,1143,1192
ENSP00000436866,98,122
ENSP00000313437,470,508
ENSP00000379946,1482,1560
ENSP00000486357,1231,1278
ENSP00000401321,1015,1048
ENSP00000254043,420,456
ENSP00000361926,246,278
ENSP00000308921,313,402
ENSP00000291707,527,595
ENSP00000376615,522,548
ENSP00000272643,1581,1608
ENSP00000252575,1307,1321
ENSP00000467355,146,199
ENSP00000479964,739,796
ENSP00000252826,1192,1214
ENSP00000479962,335,367
ENSP00000358017,281,305
ENSP00000470989,311,334
ENSP00000206542,312,335
ENSP00000306549,379,401
ENSP00000242315,336,400
ENSP00000269033,1389,1423
ENSP00000485303,437,458
ENSP00000316842,621,739
ENSP00000267622,1887,1979
ENSP00000355938,541,555
ENSP00000262901,744,766
ENSP00000253055,933,954
ENSP00000462314,663,700
ENSP00000335185,260,384
ENSP00000314348,793,875
ENSP00000330148,930,1009
ENSP00000215885,458,509
ENSP00000327763,633,655
ENSP00000407653,364,422
ENSP00000492766,125,233
ENSP00000457539,1001,1097
ENSP00000369852,224,262
ENSP00000349359,341,380
ENSP00000265022,766,791
ENSP00000481984,64,121
ENSP00000488973,77,123
ENSP00000406888,1437,1451
ENSP00000262919,1408,1429
ENSP00000469225,579,620
ENSP00000361569,290,404
ENSP00000357876,354,380
ENSP00000360804,81,117
ENSP00000324463,2015,2146
ENSP00000467377,83,123
ENSP00000461862,899,929
ENSP00000417261,769,814
ENSP00000413753,333,396
ENSP00000263837,616,638
ENSP00000482569,809,878
ENSP00000437631,704,733
ENSP00000476323,72,96
ENSP00000386186,558,591
ENSP00000484498,62,86
ENSP00000362775,251,522
ENSP00000339182,1157,1196
ENSP00000356922,263,311
ENSP00000305766,299,322
ENSP00000262746,170,199
ENSP00000308931,340,366
ENSP00000305321,404,430
ENSP00000301057,366,393
ENSP00000471524,333,354
ENSP00000360799,427,492
ENSP00000306625,593,647
ENSP00000487576,227,250
ENSP00000431362,132,153
ENSP00000362734,1248,1285
ENSP00000364502,284,326
ENSP00000377307,250,306
ENSP00000416576,84,111
ENSP00000496151,88,166
ENSP00000252321,532,613
ENSP00000362456,169,233
ENSP00000325954,808,885
ENSP00000486765,81,100
ENSP00000423515,164,196
ENSP00000482060,288,304
ENSP00000428240,204,253
ENSP00000483804,288,304
ENSP00000479331,318,342
ENSP00000358718,833,872
ENSP00000406661,1892,1934
ENSP00000467290,825,888
ENSP00000325017,1313,1401
ENSP00000373860,231,283
ENSP00000323246,860,911
ENSP00000486060,298,344
ENSP00000404803,407,429
ENSP00000378199,613,639
ENSP00000484369,536,571
ENSP00000275227,434,456
ENSP00000482615,174,212
ENSP00000324173,633,654
ENSP00000477775,234,253
ENSP00000445420,297,328
ENSP00000483518,352,375
ENSP00000491301,282,345
ENSP00000423226,162,185
ENSP00000301891,531,550
ENSP00000361102,196,220
ENSP00000406367,1251,1338
ENSP00000229387,410,641
ENSP00000440376,605,627
ENSP00000298573,647,665
ENSP00000272444,249,377
ENSP00000257894,864,893
ENSP00000479121,277,341
ENSP00000379092,145,178
ENSP00000483023,689,725
ENSP00000491560,93,120
ENSP00000330374,250,292
ENSP00000372155,231,250
ENSP00000353010,2053,2078
ENSP00000350901,280,349
ENSP00000495261,417,456
ENSP00000335029,799,834
ENSP00000481203,215,397
ENSP00000443632,59,116
ENSP00000253329,423,492
ENSP00000390018,156,193
ENSP00000351039,288,366
ENSP00000347457,835,869
ENSP00000304854,138,157
ENSP00000296129,802,836
ENSP00000431657,794,819
ENSP00000482449,273,348
ENSP00000345866,765,785
ENSP00000394546,1566,1610
ENSP00000480684,255,288
ENSP00000430142,224,293
ENSP00000480801,353,377
ENSP00000390442,1194,1261
ENSP00000354118,1121,1156
ENSP00000481103,771,867
ENSP00000457593,1333,1548
ENSP00000441883,125,152
ENSP00000362743,244,295
ENSP00000479649,177,270
ENSP00000378342,292,339
ENSP00000358961,105,130
ENSP00000371428,267,358
ENSP00000411448,171,231
ENSP00000477716,509,575
ENSP00000376070,427,482
ENSP00000323293,364,431
ENSP00000220913,114,131
ENSP00000360103,308,364
ENSP00000362962,2288,2325
ENSP00000415682,781,816
ENSP00000364405,311,350
ENSP00000329243,413,469
ENSP00000453424,270,310
ENSP00000455544,254,301
ENSP00000335677,610,660
ENSP00000481461,354,410
ENSP00000447224,1533,1564
ENSP00000438507,163,210
ENSP00000333591,341,416
ENSP00000481124,280,342
ENSP00000354421,146,180
ENSP00000422647,103,155
ENSP00000196489,569,594
ENSP00000434034,513,537
ENSP00000353597,520,550
ENSP00000314042,299,322
ENSP00000262441,512,553
ENSP00000426498,366,387
ENSP00000480775,392,416
ENSP00000421907,576,632
ENSP00000332171,738,760
ENSP00000389129,329,409
ENSP00000414068,220,359
ENSP00000288873,210,240
ENSP00000450886,209,232
ENSP00000362110,466,501
ENSP00000410121,261,282
ENSP00000346599,199,223
ENSP00000428780,226,292
ENSP00000296288,686,711
ENSP00000258052,400,423
ENSP00000331397,264,329
ENSP00000482186,318,342
ENSP00000409790,377,416
ENSP00000356842,269,319
ENSP00000363642,1232,1282
ENSP00000387124,754,922
ENSP00000485323,491,530
ENSP00000295704,345,459
ENSP00000378328,597,626
ENSP00000377944,740,771
ENSP00000264717,604,625
ENSP00000347792,1427,1496
ENSP00000268383,375,454
ENSP00000359171,465,490
ENSP00000324909,149,175
ENSP00000357991,297,314
ENSP00000272139,220,263
ENSP00000257604,432,582
ENSP00000370042,1012,1032
ENSP00000411103,1460,1481
ENSP00000473361,64,89
ENSP00000364261,346,398
ENSP00000406671,112,136
ENSP00000362894,565,609
ENSP00000445683,1374,1395
ENSP00000483432,248,266
ENSP00000298585,205,227
ENSP00000243583,480,503
ENSP00000492424,295,325
ENSP00000346397,406,431
ENSP00000403312,298,343
ENSP00000202917,375,400
ENSP00000354835,98,117
ENSP00000479574,273,348
ENSP00000426743,749,794
ENSP00000403649,144,165
ENSP00000471398,434,495
ENSP00000483366,187,236
ENSP00000476384,154,201
ENSP00000468040,68,153
ENSP00000339004,428,489
ENSP00000262186,1119,1159
ENSP00000487949,781,805
ENSP00000410890,515,546
ENSP00000358301,403,477
ENSP00000282881,350,388
ENSP00000391391,301,336
ENSP00000252457,573,619
ENSP00000488232,111,134
ENSP00000382097,222,364
ENSP00000395747,299,324
ENSP00000363891,1035,1119
ENSP00000370483,793,816
ENSP00000484016,299,324
ENSP00000325485,365,392
ENSP00000248668,717,771
ENSP00000355809,522,591
ENSP00000232003,355,525
ENSP00000355511,641,656
ENSP00000221996,93,299
ENSP00000262765,1634,1663
ENSP00000271630,391,415
ENSP00000356545,2206,2313
ENSP00000430787,84,154
ENSP00000489704,608,734
ENSP00000321631,132,198
ENSP00000377334,337,357
ENSP00000345206,466,500
ENSP00000349300,747,773
ENSP00000441189,58,164
ENSP00000165524,55,87
ENSP00000431037,247,267
ENSP00000357585,292,314
ENSP00000258157,534,553
ENSP00000478871,375,444
ENSP00000497169,92,113
ENSP00000264162,1906,1927
ENSP00000261881,240,301
ENSP00000395487,1072,1114
ENSP00000379369,287,325
ENSP00000300098,355,404
ENSP00000469863,569,629
ENSP00000309474,939,953
ENSP00000356991,457,510
ENSP00000369996,293,355
ENSP00000434001,105,158
ENSP00000369965,170,206
ENSP00000328928,220,251
ENSP00000445254,1112,1135
ENSP00000491474,1023,1085
ENSP00000306682,576,605
ENSP00000397181,279,302
ENSP00000011684,748,790
ENSP00000427661,946,983
ENSP00000376306,1993,2069
ENSP00000303153,1540,1626
ENSP00000330188,411,434
ENSP00000478606,769,797
ENSP00000370408,255,313
ENSP00000328478,641,664
ENSP00000400713,781,802
ENSP00000405338,1153,1189
ENSP00000468649,540,610
ENSP00000452968,360,414
ENSP00000427345,210,246
ENSP00000483419,277,341
ENSP00000264424,576,619
ENSP00000455711,326,348
ENSP00000446335,398,420
ENSP00000444235,755,784
ENSP00000308733,378,419
ENSP00000411032,544,593
ENSP00000336829,431,453
ENSP00000471052,338,403
ENSP00000385559,1048,1071
ENSP00000489585,304,338
ENSP00000306552,360,430
ENSP00000478557,358,382
ENSP00000362586,432,455
ENSP00000286364,824,849
ENSP00000335038,182,285
ENSP00000382350,320,354
ENSP00000333024,331,381
ENSP00000377556,118,148
ENSP00000498204,241,266
ENSP00000356633,770,827
ENSP00000497071,167,203
ENSP00000292408,760,802
ENSP00000430298,130,229
ENSP00000478140,352,438
ENSP00000297512,509,549
ENSP00000470843,116,139
ENSP00000215574,216,236
ENSP00000367815,632,725
ENSP00000481307,288,304
ENSP00000438382,255,281
ENSP00000269127,202,236
ENSP00000355580,307,336
ENSP00000365227,128,147
ENSP00000369592,398,419
ENSP00000418813,48,94
ENSP00000320849,108,194
ENSP00000408205,340,370
ENSP00000494909,731,780
ENSP00000310923,310,327
ENSP00000332706,295,322
ENSP00000335062,255,288
ENSP00000313318,339,364
ENSP00000376071,556,589
ENSP00000301717,327,355
ENSP00000427663,235,294
ENSP00000403948,405,430
ENSP00000416233,332,371
ENSP00000257100,656,696
ENSP00000418738,493,514
ENSP00000357901,216,230
ENSP00000430767,856,877
ENSP00000368570,217,241
ENSP00000359038,396,435
ENSP00000273784,252,368
ENSP00000342518,491,521
ENSP00000381247,177,197
ENSP00000484361,299,374
ENSP00000469481,67,106
ENSP00000375598,951,1058
ENSP00000363390,326,353
ENSP00000396995,597,698
ENSP00000263726,234,390
ENSP00000368538,248,277
ENSP00000390965,835,1109
ENSP00000380785,696,719
ENSP00000355840,574,623
ENSP00000393265,781,803
ENSP00000381367,244,305
ENSP00000409091,538,560
ENSP00000482236,341,372
ENSP00000303777,290,312
ENSP00000339250,104,159
ENSP00000469970,338,364
ENSP00000402219,380,423
ENSP00000362153,693,731
ENSP00000442770,298,323
ENSP00000296218,229,280
ENSP00000358283,755,794
ENSP00000262450,1919,1954
ENSP00000355652,222,258
ENSP00000472973,92,125
ENSP00000265007,727,753
ENSP00000483987,370,399
ENSP00000336739,488,594
ENSP00000246548,602,640
ENSP00000401671,2714,2743
ENSP00000496790,227,252
ENSP00000483879,654,686
ENSP00000368303,227,246
ENSP00000495563,546,570
ENSP00000333896,728,772
ENSP00000283875,361,439
ENSP00000441972,1885,2134
ENSP00000486507,109,133
ENSP00000472227,160,190
ENSP00000355858,346,368
ENSP00000367130,131,186
ENSP00000327950,165,209
ENSP00000251546,200,224
ENSP00000378051,178,204
ENSP00000216237,680,705
ENSP00000264279,439,529
ENSP00000326199,1162,1181
ENSP00000431926,1182,1238
ENSP00000268171,767,794
ENSP00000374152,388,418
ENSP00000331851,1198,1222
ENSP00000261716,958,1001
ENSP00000414259,1314,1343
ENSP00000490626,81,95
ENSP00000362748,2074,2136
ENSP00000388208,339,362
ENSP00000391218,221,308
ENSP00000447647,514,633
ENSP00000418975,437,475
ENSP00000281282,1263,1302
ENSP00000343248,391,424
ENSP00000482711,486,531
ENSP00000420157,94,125
ENSP00000303570,409,441
ENSP00000296799,1345,1392
ENSP00000390026,135,226
ENSP00000372488,709,740
ENSP00000465489,498,525
ENSP00000435924,336,407
ENSP00000258214,534,550
ENSP00000327583,163,201
ENSP00000484092,369,455
ENSP00000248553,141,205
ENSP00000324248,163,267
ENSP00000349087,570,620
ENSP00000304133,552,617
ENSP00000448979,383,420
ENSP00000481957,733,749
ENSP00000299130,260,292
ENSP00000476296,495,526
ENSP00000239316,55,139
ENSP00000342499,490,516
ENSP00000358531,849,976
ENSP00000379738,370,384
ENSP00000176763,944,968
ENSP00000281830,205,221
ENSP00000245312,320,348
ENSP00000415775,150,271
ENSP00000280057,524,582
ENSP00000434003,263,295
ENSP00000376484,1322,1357
ENSP00000322938,1520,1630
ENSP00000491599,341,405
ENSP00000334876,535,563
ENSP00000300737,607,685
ENSP00000289388,362,387
ENSP00000462064,1198,1267
ENSP00000353178,289,320
ENSP00000345716,366,402
ENSP00000296600,256,364
ENSP00000312435,858,895
ENSP00000486983,90,169
ENSP00000367527,640,692
ENSP00000478387,393,420
ENSP00000485268,46,72
ENSP00000490947,37,60
ENSP00000365514,514,532
ENSP00000345512,967,1030
ENSP00000282992,852,887
ENSP00000464017,50,121
ENSP00000361956,108,218
ENSP00000479319,143,168
ENSP00000343966,470,523
ENSP00000481908,696,724
ENSP00000433519,268,284
ENSP00000390564,442,505
ENSP00000382314,95,129
ENSP00000485243,493,530
ENSP00000426217,338,400
ENSP00000389703,1121,1146
ENSP00000370055,89,117
ENSP00000272342,879,926
ENSP00000482882,235,299
ENSP00000392549,894,915
ENSP00000376304,279,319
ENSP00000362392,416,520
ENSP00000362555,685,732
ENSP00000363926,1189,1244
ENSP00000481237,277,341
ENSP00000384016,1294,1323
ENSP00000381486,224,251
ENSP00000261187,461,478
ENSP00000478085,919,975
ENSP00000295030,337,403
ENSP00000421637,174,223
ENSP00000336769,273,348
ENSP00000277531,1271,1317
ENSP00000370802,153,180
ENSP00000364902,366,388
ENSP00000495903,844,889
ENSP00000419649,150,169
ENSP00000497072,447,556
ENSP00000462747,135,172
ENSP00000435397,1464,1551
ENSP00000366901,230,273
ENSP00000417711,1248,1335
ENSP00000334379,2301,2353
ENSP00000304895,1212,1242
ENSP00000259607,88,134
ENSP00000349694,162,244
ENSP00000352976,314,360
ENSP00000341289,428,445
ENSP00000355996,80,103
ENSP00000349790,884,921
ENSP00000468785,540,655
ENSP00000341944,866,880
ENSP00000387100,692,711
ENSP00000372966,128,147
ENSP00000366748,345,410
ENSP00000478175,198,218
ENSP00000489116,362,459
ENSP00000437909,184,264
ENSP00000457654,93,141
ENSP00000342387,136,181
ENSP00000361171,309,345
ENSP00000460070,958,998
ENSP00000386452,933,952
ENSP00000320815,494,520
ENSP00000483481,562,590
ENSP00000467107,532,566
ENSP00000365853,308,334
ENSP00000479123,62,81
ENSP00000326018,1349,1461
ENSP00000411552,278,316
ENSP00000485552,180,208
ENSP00000382077,356,642
ENSP00000391280,61,92
ENSP00000482707,1417,1486
ENSP00000475422,77,103
ENSP00000305244,450,480
ENSP00000333329,490,530
ENSP00000308321,385,416
ENSP00000324100,242,261
ENSP00000415434,1193,1247
ENSP00000399157,632,666
ENSP00000418064,217,236
ENSP00000487869,522,536
ENSP00000386460,149,165
ENSP00000264723,460,539
ENSP00000472569,505,629
ENSP00000432654,1678,1746
ENSP00000374632,176,203
ENSP00000486451,361,410
ENSP00000364860,908,943
ENSP00000365687,307,328
ENSP00000482119,795,818
ENSP00000355582,527,570
ENSP00000324464,380,415
ENSP00000482013,419,465
ENSP00000376158,843,916
ENSP00000432728,900,921
ENSP00000341028,883,916
ENSP00000332773,762,814
ENSP00000372860,1008,1063
ENSP00000415772,632,666
ENSP00000265069,1048,1074
ENSP00000282272,969,993
ENSP00000401089,415,535
ENSP00000368637,627,650
ENSP00000374565,162,195
ENSP00000302855,499,542
ENSP00000480902,822,873
ENSP00000350633,191,236
ENSP00000343171,155,193
ENSP00000394524,1133,1164
ENSP00000483700,185,208
ENSP00000355968,483,507
ENSP00000355969,170,195
ENSP00000475477,90,111
ENSP00000402760,552,581
ENSP00000273590,75,103
ENSP00000291495,1134,1156
ENSP00000386132,320,347
ENSP00000478641,78,127
ENSP00000497606,781,855
ENSP00000282406,1474,1493
ENSP00000468060,313,386
ENSP00000481397,220,259
ENSP00000394754,806,825
ENSP00000397155,140,164
ENSP00000497550,306,463
ENSP00000461385,107,128
ENSP00000363643,321,365
ENSP00000444210,477,530
ENSP00000258499,685,712
ENSP00000305905,1138,1180
ENSP00000335397,308,420
ENSP00000360909,176,472
ENSP00000463388,96,122
ENSP00000290759,328,359
ENSP00000452898,532,546
ENSP00000335191,260,385
ENSP00000481247,186,244
ENSP00000269141,753,906
ENSP00000222005,347,378
ENSP00000394222,476,516
ENSP00000294618,2023,2047
ENSP00000432202,609,662
ENSP00000270115,507,542
ENSP00000450794,424,447
ENSP00000480660,1120,1140
ENSP00000221138,288,309
ENSP00000415559,1071,1091
ENSP00000418974,1694,1752
ENSP00000401306,6852,6907
ENSP00000430962,559,610
ENSP00000475719,141,160
ENSP00000362049,179,201
ENSP00000257860,450,470
ENSP00000455298,498,625
ENSP00000314129,549,575
ENSP00000265594,691,725
ENSP00000418611,1608,1654
ENSP00000394950,374,416
ENSP00000309794,747,767
ENSP00000295720,416,484
ENSP00000364519,393,410
ENSP00000276440,1844,1870
ENSP00000351165,396,461
ENSP00000289672,2813,2849
ENSP00000278222,102,130
ENSP00000372325,627,648
ENSP00000483137,460,508
ENSP00000493883,449,473
ENSP00000255616,288,312
ENSP00000296657,454,494
ENSP00000410674,1972,2005
ENSP00000478967,829,865
ENSP00000300184,210,240
ENSP00000356433,370,406
ENSP00000472415,179,226
ENSP00000294016,1306,1353
ENSP00000240304,364,432
ENSP00000410512,246,275
ENSP00000342162,194,291
ENSP00000478229,76,103
ENSP00000303515,444,473
ENSP00000267951,457,489
ENSP00000459012,336,368
ENSP00000425031,313,332
ENSP00000401749,556,604
ENSP00000484737,206,230
ENSP00000481244,68,92
ENSP00000355870,460,488
ENSP00000451558,1282,1347
ENSP00000261800,4314,4349
ENSP00000426991,351,382
ENSP00000253381,100,123
ENSP00000487654,506,549
ENSP00000496701,482,508
ENSP00000305696,320,343
ENSP00000452123,228,272
ENSP00000266556,449,468
ENSP00000434614,802,830
ENSP00000328694,248,268
ENSP00000410083,757,779
ENSP00000356716,2747,2819
ENSP00000457287,374,396
ENSP00000457020,297,319
ENSP00000484123,288,304
ENSP00000359001,2042,2080
ENSP00000372766,282,342
ENSP00000344786,1226,1240
ENSP00000306864,606,673
ENSP00000446758,213,233
ENSP00000482133,162,182
ENSP00000246662,570,623
ENSP00000468592,855,950
ENSP00000484395,199,222
ENSP00000381003,2442,2481
ENSP00000302896,164,194
ENSP00000466915,51,77
ENSP00000361626,288,324
ENSP00000452815,959,1011
ENSP00000476236,1205,1229
ENSP00000237536,1636,1661
ENSP00000387261,298,334
ENSP00000317500,688,702
ENSP00000397645,190,220
ENSP00000359014,392,413
ENSP00000413675,531,553
ENSP00000466680,210,227
ENSP00000472711,653,682
ENSP00000300226,227,250
ENSP00000404190,584,632
ENSP00000407208,672,694
ENSP00000478260,84,112
ENSP00000478369,263,289
ENSP00000272203,1018,1048
ENSP00000361141,451,489
ENSP00000481311,352,438
ENSP00000397759,387,447
ENSP00000443229,199,218
ENSP00000352517,217,282
ENSP00000396506,181,288
ENSP00000339448,385,406
ENSP00000432016,2588,2617
ENSP00000481319,285,301
ENSP00000274979,903,933
ENSP00000221742,540,564
ENSP00000408226,2132,2157
ENSP00000334879,733,793
ENSP00000372027,625,653
ENSP00000369222,287,363
ENSP00000302701,572,598
ENSP00000446572,124,148
ENSP00000478711,288,304
ENSP00000448598,110,192
ENSP00000457566,129,170
ENSP00000377186,402,528
ENSP00000370460,449,472
ENSP00000483049,654,729
ENSP00000215912,242,263
ENSP00000489913,2223,2261
ENSP00000481543,495,595
ENSP00000254181,898,922
ENSP00000360945,581,604
ENSP00000366714,557,610
ENSP00000373657,597,620
ENSP00000349465,377,415
ENSP00000360850,274,296
ENSP00000336749,485,518
ENSP00000454473,459,596
ENSP00000484661,375,444
ENSP00000455754,811,834
ENSP00000414049,199,221
ENSP00000445881,496,523
ENSP00000454150,726,779
ENSP00000367161,1092,1120
ENSP00000359956,284,326
ENSP00000297185,665,679
ENSP00000244869,144,169
ENSP00000333547,196,218
ENSP00000239859,155,214
ENSP00000442963,61,84
ENSP00000392662,568,708
ENSP00000216241,747,762
ENSP00000298492,389,415
ENSP00000481576,375,444
ENSP00000488051,167,198
ENSP00000481664,354,410
ENSP00000339634,318,342
ENSP00000263256,147,168
ENSP00000262815,591,613
ENSP00000497609,1508,1556
ENSP00000064780,315,430
ENSP00000367125,582,609
ENSP00000357262,122,180
ENSP00000362932,84,105
ENSP00000361397,658,741
ENSP00000310227,1938,1972
ENSP00000474807,1187,1209
ENSP00000359295,152,176
ENSP00000240328,667,712
ENSP00000396078,1035,1078
ENSP00000344904,328,368
ENSP00000347433,441,514
ENSP00000310255,365,470
ENSP00000465446,270,294
ENSP00000465439,97,134
ENSP00000329968,377,410
ENSP00000354644,1455,1522
ENSP00000416033,992,1015
ENSP00000405224,211,265
ENSP00000447771,113,142
ENSP00000315569,862,885
ENSP00000405035,144,177
ENSP00000257897,800,836
ENSP00000222139,462,508
ENSP00000479540,180,316
ENSP00000345347,188,215
ENSP00000259469,94,123
ENSP00000405154,632,666
ENSP00000309031,1188,1222
ENSP00000374562,86,106
ENSP00000356143,687,713
ENSP00000384173,499,537
ENSP00000405222,572,600
ENSP00000167586,450,472
ENSP00000300175,174,212
ENSP00000459615,1045,1071
ENSP00000455274,7502,7555
ENSP00000389624,196,217
ENSP00000303468,466,513
ENSP00000310055,380,394
ENSP00000478582,215,236
ENSP00000425114,399,470
ENSP00000484151,439,491
ENSP00000203629,504,525
ENSP00000481624,536,571
ENSP00000481122,454,470
ENSP00000303427,1251,1337
ENSP00000448608,45,67
ENSP00000461145,104,194
ENSP00000414392,478,530
ENSP00000346412,302,316
ENSP00000360683,287,435
ENSP00000480863,223,282
ENSP00000304669,864,906
ENSP00000222330,454,483
ENSP00000295628,332,371
ENSP00000392726,1021,1035
ENSP00000457222,79,110
ENSP00000437468,334,439
ENSP00000356115,492,514
ENSP00000360115,188,245
ENSP00000357398,494,520
ENSP00000301730,266,305
ENSP00000429098,138,159
ENSP00000200652,529,551
ENSP00000413479,525,628
ENSP00000447201,519,566
ENSP00000360164,1043,1058
ENSP00000262990,269,320
ENSP00000302630,446,465
ENSP00000264926,456,495
